demo_group_num,year,accountabilitymet,change,color,changelevel,statuslevel,currstatus,currnumer,currdenom,cds,indicator,studentgroup_pct,county_code
1,25,0,3.8,0,2,1,50,10,20,30103060000000,absent,,30
1,25,0,3.8,0,2,1,50,10,20,30103060000000,absent,,30
1,25,0,3.8,0,2,1,50,10,20,30103060000000,absent,,30
2,25,0,,0,0,0,,,1,30103060000000,absent,,30
2,25,0,,0,0,0,,,1,30103060000000,absent,,30
2,25,0,,0,0,0,,,1,30103060000000,absent,,30
21,25,1,-0.3,1,3,1,38.1,125,328,30103060000000,absent,,30
21,25,1,-0.3,1,3,1,38.1,125,328,30103060000000,absent,,30
21,25,1,-0.3,1,3,1,38.1,125,328,30103060000000,absent,,30
3,25,0,20.2,0,2,1,28.6,8,28,30103060000000,absent,,30
3,25,0,20.2,0,2,1,28.6,8,28,30103060000000,absent,,30
3,25,0,20.2,0,2,1,28.6,8,28,30103060000000,absent,,30
18,25,1,-3.9,2,4,1,49.2,29,59,30103060000000,absent,,30
18,25,1,-3.9,2,4,1,49.2,29,59,30103060000000,absent,,30
18,25,1,-3.9,2,4,1,49.2,29,59,30103060000000,absent,,30
4,25,0,,0,0,0,,,7,30103060000000,absent,,30
4,25,0,,0,0,0,,,7,30103060000000,absent,,30
4,25,0,,0,0,0,,,7,30103060000000,absent,,30
11,25,1,21.2,1,2,1,43.8,21,48,30103060000000,absent,,30
11,25,1,21.2,1,2,1,43.8,21,48,30103060000000,absent,,30
11,25,1,21.2,1,2,1,43.8,21,48,30103060000000,absent,,30
5,25,1,-2.2,2,4,1,43.6,88,202,30103060000000,absent,,30
5,25,1,-2.2,2,4,1,43.6,88,202,30103060000000,absent,,30
5,25,1,-2.2,2,4,1,43.6,88,202,30103060000000,absent,,30
12,25,1,-9.3,2,4,1,58.7,27,46,30103060000000,absent,,30
12,25,1,-9.3,2,4,1,58.7,27,46,30103060000000,absent,,30
12,25,1,-9.3,2,4,1,58.7,27,46,30103060000000,absent,,30
14,25,1,-2.4,2,4,1,54.1,20,37,30103060000000,absent,,30
14,25,1,-2.4,2,4,1,54.1,20,37,30103060000000,absent,,30
14,25,1,-2.4,2,4,1,54.1,20,37,30103060000000,absent,,30
7,25,0,3.3,0,2,1,33.3,5,15,30103060000000,absent,,30
7,25,0,3.3,0,2,1,33.3,5,15,30103060000000,absent,,30
7,25,0,3.3,0,2,1,33.3,5,15,30103060000000,absent,,30
6,25,0,,0,0,0,,,2,30103060000000,absent,,30
6,25,0,,0,0,0,,,2,30103060000000,absent,,30
6,25,0,,0,0,0,,,2,30103060000000,absent,,30
9,25,1,0.5,1,2,1,46.6,116,249,30103060000000,absent,,30
9,25,1,0.5,1,2,1,46.6,116,249,30103060000000,absent,,30
9,25,1,0.5,1,2,1,46.6,116,249,30103060000000,absent,,30
10,25,1,18.2,1,2,1,50,24,48,30103060000000,absent,,30
10,25,1,18.2,1,2,1,50,24,48,30103060000000,absent,,30
10,25,1,18.2,1,2,1,50,24,48,30103060000000,absent,,30
8,25,1,-3.4,2,4,1,20.8,11,53,30103060000000,absent,,30
8,25,1,-3.4,2,4,1,20.8,11,53,30103060000000,absent,,30
8,25,1,-3.4,2,4,1,20.8,11,53,30103060000000,absent,,30
1,25,0,,0,0,0,,,2,30103060126037,absent,,30
1,25,0,,0,0,0,,,2,30103060126037,absent,,30
1,25,0,,0,0,0,,,2,30103060126037,absent,,30
21,25,1,-4,3,5,2,14.7,38,259,30103060126037,absent,,30
21,25,1,-4,3,5,2,14.7,38,259,30103060126037,absent,,30
21,25,1,-4,3,5,2,14.7,38,259,30103060126037,absent,,30
3,25,0,-10.8,0,4,4,5,1,20,30103060126037,absent,,30
3,25,0,-10.8,0,4,4,5,1,20,30103060126037,absent,,30
3,25,0,-10.8,0,4,4,5,1,20,30103060126037,absent,,30
18,25,1,-14,2,4,1,25,10,40,30103060126037,absent,,30
18,25,1,-14,2,4,1,25,10,40,30103060126037,absent,,30
18,25,1,-14,2,4,1,25,10,40,30103060126037,absent,,30
4,25,0,,0,0,0,,,1,30103060126037,absent,,30
4,25,0,,0,0,0,,,1,30103060126037,absent,,30
4,25,0,,0,0,0,,,1,30103060126037,absent,,30
11,25,0,,0,0,0,,,2,30103060126037,absent,,30
11,25,0,,0,0,0,,,2,30103060126037,absent,,30
11,25,0,,0,0,0,,,2,30103060126037,absent,,30
5,25,1,-2,3,4,2,15.6,34,218,30103060126037,absent,,30
5,25,1,-2,3,4,2,15.6,34,218,30103060126037,absent,,30
5,25,1,-2,3,4,2,15.6,34,218,30103060126037,absent,,30
12,25,0,,0,0,2,17.6,3,17,30103060126037,absent,,30
12,25,0,,0,0,2,17.6,3,17,30103060126037,absent,,30
12,25,0,,0,0,2,17.6,3,17,30103060126037,absent,,30
14,25,1,-11.2,2,4,1,26.3,10,38,30103060126037,absent,,30
14,25,1,-11.2,2,4,1,26.3,10,38,30103060126037,absent,,30
14,25,1,-11.2,2,4,1,26.3,10,38,30103060126037,absent,,30
7,25,0,,0,0,0,,,6,30103060126037,absent,,30
7,25,0,,0,0,0,,,6,30103060126037,absent,,30
7,25,0,,0,0,0,,,6,30103060126037,absent,,30
9,25,1,-4.4,3,5,2,16.5,33,200,30103060126037,absent,,30
9,25,1,-4.4,3,5,2,16.5,33,200,30103060126037,absent,,30
9,25,1,-4.4,3,5,2,16.5,33,200,30103060126037,absent,,30
10,25,0,7.1,0,2,1,21.4,6,28,30103060126037,absent,,30
10,25,0,7.1,0,2,1,21.4,6,28,30103060126037,absent,,30
10,25,0,7.1,0,2,1,21.4,6,28,30103060126037,absent,,30
8,25,0,-27.3,0,4,5,0,0,12,30103060126037,absent,,30
8,25,0,-27.3,0,4,5,0,0,12,30103060126037,absent,,30
8,25,0,-27.3,0,4,5,0,0,12,30103060126037,absent,,30
1,25,0,,0,0,0,,,2,30103060132613,absent,,30
1,25,0,,0,0,0,,,2,30103060132613,absent,,30
1,25,0,,0,0,0,,,2,30103060132613,absent,,30
2,25,0,,0,0,0,,,1,30103060132613,absent,,30
2,25,0,,0,0,0,,,1,30103060132613,absent,,30
2,25,0,,0,0,0,,,1,30103060132613,absent,,30
21,25,1,-8.8,3,5,2,16,62,387,30103060132613,absent,,30
21,25,1,-8.8,3,5,2,16,62,387,30103060132613,absent,,30
21,25,1,-8.8,3,5,2,16,62,387,30103060132613,absent,,30
3,25,0,,0,0,0,,,2,30103060132613,absent,,30
3,25,0,,0,0,0,,,2,30103060132613,absent,,30
3,25,0,,0,0,0,,,2,30103060132613,absent,,30
18,25,1,-11,3,5,2,17.5,30,171,30103060132613,absent,,30
18,25,1,-11,3,5,2,17.5,30,171,30103060132613,absent,,30
18,25,1,-11,3,5,2,17.5,30,171,30103060132613,absent,,30
11,25,0,,0,0,0,,,7,30103060132613,absent,,30
11,25,0,,0,0,0,,,7,30103060132613,absent,,30
11,25,0,,0,0,0,,,7,30103060132613,absent,,30
5,25,1,-8.1,3,5,2,15.9,59,370,30103060132613,absent,,30
5,25,1,-8.1,3,5,2,15.9,59,370,30103060132613,absent,,30
5,25,1,-8.1,3,5,2,15.9,59,370,30103060132613,absent,,30
12,25,0,-29.2,0,4,2,18.4,7,38,30103060132613,absent,,30
12,25,0,-29.2,0,4,2,18.4,7,38,30103060132613,absent,,30
12,25,0,-29.2,0,4,2,18.4,7,38,30103060132613,absent,,30
14,25,1,-13,3,4,2,15.8,15,95,30103060132613,absent,,30
14,25,1,-13,3,4,2,15.8,15,95,30103060132613,absent,,30
14,25,1,-13,3,4,2,15.8,15,95,30103060132613,absent,,30
7,25,0,,0,0,0,,,9,30103060132613,absent,,30
7,25,0,,0,0,0,,,9,30103060132613,absent,,30
7,25,0,,0,0,0,,,9,30103060132613,absent,,30
9,25,1,-8.7,3,5,2,16,59,368,30103060132613,absent,,30
9,25,1,-8.7,3,5,2,16,59,368,30103060132613,absent,,30
9,25,1,-8.7,3,5,2,16,59,368,30103060132613,absent,,30
10,25,1,-6.9,3,4,2,12.3,7,57,30103060132613,absent,,30
10,25,1,-6.9,3,4,2,12.3,7,57,30103060132613,absent,,30
10,25,1,-6.9,3,4,2,12.3,7,57,30103060132613,absent,,30
8,25,0,,0,0,0,,,3,30103060132613,absent,,30
8,25,0,,0,0,0,,,3,30103060132613,absent,,30
8,25,0,,0,0,0,,,3,30103060132613,absent,,30
1,25,0,,0,0,0,,,7,30103060133785,absent,,30
1,25,0,,0,0,0,,,7,30103060133785,absent,,30
1,25,0,,0,0,0,,,7,30103060133785,absent,,30
21,25,1,-1.5,4,4,4,2.8,16,581,30103060133785,absent,,30
21,25,1,-1.5,4,4,4,2.8,16,581,30103060133785,absent,,30
21,25,1,-1.5,4,4,4,2.8,16,581,30103060133785,absent,,30
3,25,1,0.8,3,2,4,2.7,5,188,30103060133785,absent,,30
3,25,1,0.8,3,2,4,2.7,5,188,30103060133785,absent,,30
3,25,1,0.8,3,2,4,2.7,5,188,30103060133785,absent,,30
18,25,1,-4.8,4,4,4,3.6,2,56,30103060133785,absent,,30
18,25,1,-4.8,4,4,4,3.6,2,56,30103060133785,absent,,30
18,25,1,-4.8,4,4,4,3.6,2,56,30103060133785,absent,,30
4,25,1,-2.2,5,4,5,2.3,1,43,30103060133785,absent,,30
4,25,1,-2.2,5,4,5,2.3,1,43,30103060133785,absent,,30
4,25,1,-2.2,5,4,5,2.3,1,43,30103060133785,absent,,30
5,25,1,-6.9,4,4,3,5.9,6,102,30103060133785,absent,,30
5,25,1,-6.9,4,4,3,5.9,6,102,30103060133785,absent,,30
5,25,1,-6.9,4,4,3,5.9,6,102,30103060133785,absent,,30
12,25,0,,0,0,0,,,6,30103060133785,absent,,30
12,25,0,,0,0,0,,,6,30103060133785,absent,,30
12,25,0,,0,0,0,,,6,30103060133785,absent,,30
7,25,1,-2.9,5,4,5,0,0,76,30103060133785,absent,,30
7,25,1,-2.9,5,4,5,0,0,76,30103060133785,absent,,30
7,25,1,-2.9,5,4,5,0,0,76,30103060133785,absent,,30
9,25,1,-5,4,4,3,7.9,8,101,30103060133785,absent,,30
9,25,1,-5,4,4,3,7.9,8,101,30103060133785,absent,,30
9,25,1,-5,4,4,3,7.9,8,101,30103060133785,absent,,30
10,25,1,1.4,2,2,3,5.5,4,73,30103060133785,absent,,30
10,25,1,1.4,2,2,3,5.5,4,73,30103060133785,absent,,30
10,25,1,1.4,2,2,3,5.5,4,73,30103060133785,absent,,30
8,25,1,-0.3,5,3,5,1.8,3,165,30103060133785,absent,,30
8,25,1,-0.3,5,3,5,1.8,3,165,30103060133785,absent,,30
8,25,1,-0.3,5,3,5,1.8,3,165,30103060133785,absent,,30
1,25,0,,0,0,0,,,2,30103060134056,absent,,30
1,25,0,,0,0,0,,,2,30103060134056,absent,,30
1,25,0,,0,0,0,,,2,30103060134056,absent,,30
21,25,1,-8.1,3,5,2,12.4,32,258,30103060134056,absent,,30
21,25,1,-8.1,3,5,2,12.4,32,258,30103060134056,absent,,30
21,25,1,-8.1,3,5,2,12.4,32,258,30103060134056,absent,,30
3,25,0,,0,0,0,,,8,30103060134056,absent,,30
3,25,0,,0,0,0,,,8,30103060134056,absent,,30
3,25,0,,0,0,0,,,8,30103060134056,absent,,30
18,25,0,,0,0,0,,,7,30103060134056,absent,,30
18,25,0,,0,0,0,,,7,30103060134056,absent,,30
18,25,0,,0,0,0,,,7,30103060134056,absent,,30
4,25,0,,0,0,0,,,1,30103060134056,absent,,30
4,25,0,,0,0,0,,,1,30103060134056,absent,,30
4,25,0,,0,0,0,,,1,30103060134056,absent,,30
5,25,1,-7.4,3,4,2,11.7,7,60,30103060134056,absent,,30
5,25,1,-7.4,3,4,2,11.7,7,60,30103060134056,absent,,30
5,25,1,-7.4,3,4,2,11.7,7,60,30103060134056,absent,,30
7,25,1,0.4,2,3,2,10.4,16,154,30103060134056,absent,,30
7,25,1,0.4,2,3,2,10.4,16,154,30103060134056,absent,,30
7,25,1,0.4,2,3,2,10.4,16,154,30103060134056,absent,,30
6,25,0,,0,0,0,,,1,30103060134056,absent,,30
6,25,0,,0,0,0,,,1,30103060134056,absent,,30
6,25,0,,0,0,0,,,1,30103060134056,absent,,30
9,25,1,-11.6,3,4,2,18.8,12,64,30103060134056,absent,,30
9,25,1,-11.6,3,4,2,18.8,12,64,30103060134056,absent,,30
9,25,1,-11.6,3,4,2,18.8,12,64,30103060134056,absent,,30
10,25,1,-6.3,2,4,1,21.4,12,56,30103060134056,absent,,30
10,25,1,-6.3,2,4,1,21.4,12,56,30103060134056,absent,,30
10,25,1,-6.3,2,4,1,21.4,12,56,30103060134056,absent,,30
8,25,1,1.8,1,2,1,25,8,32,30103060134056,absent,,30
8,25,1,1.8,1,2,1,25,8,32,30103060134056,absent,,30
8,25,1,1.8,1,2,1,25,8,32,30103060134056,absent,,30
1,25,1,-10.2,3,5,2,11.5,18,156,30103060134239,absent,,30
1,25,1,-10.2,3,5,2,11.5,18,156,30103060134239,absent,,30
1,25,1,-10.2,3,5,2,11.5,18,156,30103060134239,absent,,30
2,25,0,,0,0,0,,,4,30103060134239,absent,,30
2,25,0,,0,0,0,,,4,30103060134239,absent,,30
2,25,0,,0,0,0,,,4,30103060134239,absent,,30
21,25,1,-9.3,3,5,2,12.8,118,920,30103060134239,absent,,30
21,25,1,-9.3,3,5,2,12.8,118,920,30103060134239,absent,,30
21,25,1,-9.3,3,5,2,12.8,118,920,30103060134239,absent,,30
3,25,0,-2.1,0,4,4,5,1,20,30103060134239,absent,,30
3,25,0,-2.1,0,4,4,5,1,20,30103060134239,absent,,30
3,25,0,-2.1,0,4,4,5,1,20,30103060134239,absent,,30
18,25,0,-26.4,0,4,2,10.7,3,28,30103060134239,absent,,30
18,25,0,-26.4,0,4,2,10.7,3,28,30103060134239,absent,,30
18,25,0,-26.4,0,4,2,10.7,3,28,30103060134239,absent,,30
4,25,0,,0,0,1,27.3,3,11,30103060134239,absent,,30
4,25,0,,0,0,1,27.3,3,11,30103060134239,absent,,30
4,25,0,,0,0,1,27.3,3,11,30103060134239,absent,,30
11,25,0,,0,0,0,,,2,30103060134239,absent,,30
11,25,0,,0,0,0,,,2,30103060134239,absent,,30
11,25,0,,0,0,0,,,2,30103060134239,absent,,30
5,25,1,-10.9,3,5,2,12.3,51,414,30103060134239,absent,,30
5,25,1,-10.9,3,5,2,12.3,51,414,30103060134239,absent,,30
5,25,1,-10.9,3,5,2,12.3,51,414,30103060134239,absent,,30
12,25,0,-20.7,0,4,2,14.3,3,21,30103060134239,absent,,30
12,25,0,-20.7,0,4,2,14.3,3,21,30103060134239,absent,,30
12,25,0,-20.7,0,4,2,14.3,3,21,30103060134239,absent,,30
14,25,0,-20.8,0,4,2,16.7,2,12,30103060134239,absent,,30
14,25,0,-20.8,0,4,2,16.7,2,12,30103060134239,absent,,30
14,25,0,-20.8,0,4,2,16.7,2,12,30103060134239,absent,,30
7,25,1,-18.9,3,4,2,10.5,12,114,30103060134239,absent,,30
7,25,1,-18.9,3,4,2,10.5,12,114,30103060134239,absent,,30
7,25,1,-18.9,3,4,2,10.5,12,114,30103060134239,absent,,30
6,25,0,23.9,0,2,1,40.5,15,37,30103060134239,absent,,30
6,25,0,23.9,0,2,1,40.5,15,37,30103060134239,absent,,30
6,25,0,23.9,0,2,1,40.5,15,37,30103060134239,absent,,30
9,25,1,-11.9,3,5,2,19,88,462,30103060134239,absent,,30
9,25,1,-11.9,3,5,2,19,88,462,30103060134239,absent,,30
9,25,1,-11.9,3,5,2,19,88,462,30103060134239,absent,,30
10,25,1,-18.1,3,4,2,15.8,21,133,30103060134239,absent,,30
10,25,1,-18.1,3,4,2,15.8,21,133,30103060134239,absent,,30
10,25,1,-18.1,3,4,2,15.8,21,133,30103060134239,absent,,30
8,25,1,-9.1,3,5,2,10.4,17,164,30103060134239,absent,,30
8,25,1,-9.1,3,5,2,10.4,17,164,30103060134239,absent,,30
8,25,1,-9.1,3,5,2,10.4,17,164,30103060134239,absent,,30
1,25,0,,0,0,0,,,3,30103060134288,absent,,30
1,25,0,,0,0,0,,,3,30103060134288,absent,,30
1,25,0,,0,0,0,,,3,30103060134288,absent,,30
2,25,0,,0,0,0,,,1,30103060134288,absent,,30
2,25,0,,0,0,0,,,1,30103060134288,absent,,30
2,25,0,,0,0,0,,,1,30103060134288,absent,,30
21,25,1,-20.4,5,5,4,3.5,22,624,30103060134288,absent,,30
21,25,1,-20.4,5,5,4,3.5,22,624,30103060134288,absent,,30
21,25,1,-20.4,5,5,4,3.5,22,624,30103060134288,absent,,30
3,25,0,,0,0,0,,,9,30103060134288,absent,,30
3,25,0,,0,0,0,,,9,30103060134288,absent,,30
3,25,0,,0,0,0,,,9,30103060134288,absent,,30
18,25,1,-21.9,5,5,4,4,11,278,30103060134288,absent,,30
18,25,1,-21.9,5,5,4,4,11,278,30103060134288,absent,,30
18,25,1,-21.9,5,5,4,4,11,278,30103060134288,absent,,30
11,25,0,,0,0,0,,,7,30103060134288,absent,,30
11,25,0,,0,0,0,,,7,30103060134288,absent,,30
11,25,0,,0,0,0,,,7,30103060134288,absent,,30
5,25,1,-20.7,5,5,4,3,18,593,30103060134288,absent,,30
5,25,1,-20.7,5,5,4,3,18,593,30103060134288,absent,,30
5,25,1,-20.7,5,5,4,3,18,593,30103060134288,absent,,30
12,25,1,-12.3,4,5,3,6,11,184,30103060134288,absent,,30
12,25,1,-12.3,4,5,3,6,11,184,30103060134288,absent,,30
12,25,1,-12.3,4,5,3,6,11,184,30103060134288,absent,,30
14,25,1,-23.9,3,4,2,11.8,6,51,30103060134288,absent,,30
14,25,1,-23.9,3,4,2,11.8,6,51,30103060134288,absent,,30
14,25,1,-23.9,3,4,2,11.8,6,51,30103060134288,absent,,30
7,25,0,,0,0,0,,,8,30103060134288,absent,,30
7,25,0,,0,0,0,,,8,30103060134288,absent,,30
7,25,0,,0,0,0,,,8,30103060134288,absent,,30
6,25,0,,0,0,0,,,3,30103060134288,absent,,30
6,25,0,,0,0,0,,,3,30103060134288,absent,,30
6,25,0,,0,0,0,,,3,30103060134288,absent,,30
9,25,1,-21.6,5,5,4,3.8,22,579,30103060134288,absent,,30
9,25,1,-21.6,5,5,4,3.8,22,579,30103060134288,absent,,30
9,25,1,-21.6,5,5,4,3.8,22,579,30103060134288,absent,,30
10,25,1,-29.7,4,4,4,2.9,3,102,30103060134288,absent,,30
10,25,1,-29.7,4,4,4,2.9,3,102,30103060134288,absent,,30
10,25,1,-29.7,4,4,4,2.9,3,102,30103060134288,absent,,30
8,25,0,,0,0,0,,,7,30103060134288,absent,,30
8,25,0,,0,0,0,,,7,30103060134288,absent,,30
8,25,0,,0,0,0,,,7,30103060134288,absent,,30
1,25,0,0,0,3,5,0,0,18,30103060134940,absent,,30
1,25,0,0,0,3,5,0,0,18,30103060134940,absent,,30
1,25,0,0,0,3,5,0,0,18,30103060134940,absent,,30
2,25,0,,0,0,0,,,1,30103060134940,absent,,30
2,25,0,,0,0,0,,,1,30103060134940,absent,,30
2,25,0,,0,0,0,,,1,30103060134940,absent,,30
21,25,1,-0.8,4,4,3,5.9,29,489,30103060134940,absent,,30
21,25,1,-0.8,4,4,3,5.9,29,489,30103060134940,absent,,30
21,25,1,-0.8,4,4,3,5.9,29,489,30103060134940,absent,,30
3,25,0,-3.4,0,4,5,0,0,18,30103060134940,absent,,30
3,25,0,-3.4,0,4,5,0,0,18,30103060134940,absent,,30
3,25,0,-3.4,0,4,5,0,0,18,30103060134940,absent,,30
18,25,1,10.1,2,2,2,14.3,5,35,30103060134940,absent,,30
18,25,1,10.1,2,2,2,14.3,5,35,30103060134940,absent,,30
18,25,1,10.1,2,2,2,14.3,5,35,30103060134940,absent,,30
4,25,0,,0,0,0,,,6,30103060134940,absent,,30
4,25,0,,0,0,0,,,6,30103060134940,absent,,30
4,25,0,,0,0,0,,,6,30103060134940,absent,,30
5,25,1,-0.6,4,4,3,5.7,19,332,30103060134940,absent,,30
5,25,1,-0.6,4,4,3,5.7,19,332,30103060134940,absent,,30
5,25,1,-0.6,4,4,3,5.7,19,332,30103060134940,absent,,30
12,25,0,-13.3,0,4,2,13.6,3,22,30103060134940,absent,,30
12,25,0,-13.3,0,4,2,13.6,3,22,30103060134940,absent,,30
12,25,0,-13.3,0,4,2,13.6,3,22,30103060134940,absent,,30
14,25,0,,0,0,0,,,8,30103060134940,absent,,30
14,25,0,,0,0,0,,,8,30103060134940,absent,,30
14,25,0,,0,0,0,,,8,30103060134940,absent,,30
7,25,0,-4,0,4,5,0,0,22,30103060134940,absent,,30
7,25,0,-4,0,4,5,0,0,22,30103060134940,absent,,30
7,25,0,-4,0,4,5,0,0,22,30103060134940,absent,,30
6,25,0,,0,0,1,69.2,9,13,30103060134940,absent,,30
6,25,0,,0,0,1,69.2,9,13,30103060134940,absent,,30
6,25,0,,0,0,1,69.2,9,13,30103060134940,absent,,30
9,25,1,-1.1,4,4,3,8,27,336,30103060134940,absent,,30
9,25,1,-1.1,4,4,3,8,27,336,30103060134940,absent,,30
9,25,1,-1.1,4,4,3,8,27,336,30103060134940,absent,,30
10,25,1,-4,4,4,3,7.2,5,69,30103060134940,absent,,30
10,25,1,-4,4,4,3,7.2,5,69,30103060134940,absent,,30
10,25,1,-4,4,4,3,7.2,5,69,30103060134940,absent,,30
8,25,1,-3.7,5,4,5,1.3,1,79,30103060134940,absent,,30
8,25,1,-3.7,5,4,5,1.3,1,79,30103060134940,absent,,30
8,25,1,-3.7,5,4,5,1.3,1,79,30103060134940,absent,,30
1,25,0,,0,0,0,,,4,30103060137000,absent,,30
1,25,0,,0,0,0,,,4,30103060137000,absent,,30
1,25,0,,0,0,0,,,4,30103060137000,absent,,30
21,25,1,8.4,1,1,1,28.4,107,377,30103060137000,absent,,30
21,25,1,8.4,1,1,1,28.4,107,377,30103060137000,absent,,30
21,25,1,8.4,1,1,1,28.4,107,377,30103060137000,absent,,30
3,25,0,,0,0,0,,,1,30103060137000,absent,,30
3,25,0,,0,0,0,,,1,30103060137000,absent,,30
3,25,0,,0,0,0,,,1,30103060137000,absent,,30
18,25,1,6.5,1,1,1,28.4,55,194,30103060137000,absent,,30
18,25,1,6.5,1,1,1,28.4,55,194,30103060137000,absent,,30
18,25,1,6.5,1,1,1,28.4,55,194,30103060137000,absent,,30
4,25,0,,0,0,0,,,1,30103060137000,absent,,30
4,25,0,,0,0,0,,,1,30103060137000,absent,,30
4,25,0,,0,0,0,,,1,30103060137000,absent,,30
11,25,0,,0,0,0,,,7,30103060137000,absent,,30
11,25,0,,0,0,0,,,7,30103060137000,absent,,30
11,25,0,,0,0,0,,,7,30103060137000,absent,,30
5,25,1,9.6,1,1,1,29.3,106,362,30103060137000,absent,,30
5,25,1,9.6,1,1,1,29.3,106,362,30103060137000,absent,,30
5,25,1,9.6,1,1,1,29.3,106,362,30103060137000,absent,,30
12,25,0,-2.3,0,4,1,22.7,5,22,30103060137000,absent,,30
12,25,0,-2.3,0,4,1,22.7,5,22,30103060137000,absent,,30
12,25,0,-2.3,0,4,1,22.7,5,22,30103060137000,absent,,30
7,25,0,,0,0,0,,,2,30103060137000,absent,,30
7,25,0,,0,0,0,,,2,30103060137000,absent,,30
7,25,0,,0,0,0,,,2,30103060137000,absent,,30
9,25,1,8.3,1,1,1,28.8,105,365,30103060137000,absent,,30
9,25,1,8.3,1,1,1,28.8,105,365,30103060137000,absent,,30
9,25,1,8.3,1,1,1,28.8,105,365,30103060137000,absent,,30
10,25,1,-3,3,4,2,17,8,47,30103060137000,absent,,30
10,25,1,-3,3,4,2,17,8,47,30103060137000,absent,,30
10,25,1,-3,3,4,2,17,8,47,30103060137000,absent,,30
8,25,0,,0,0,0,,,7,30103060137000,absent,,30
8,25,0,,0,0,0,,,7,30103060137000,absent,,30
8,25,0,,0,0,0,,,7,30103060137000,absent,,30
1,25,0,,0,0,0,,,8,30103060137976,absent,,30
1,25,0,,0,0,0,,,8,30103060137976,absent,,30
1,25,0,,0,0,0,,,8,30103060137976,absent,,30
21,25,1,0.1,1,3,1,26,53,204,30103060137976,absent,,30
21,25,1,0.1,1,3,1,26,53,204,30103060137976,absent,,30
21,25,1,0.1,1,3,1,26,53,204,30103060137976,absent,,30
3,25,0,,0,0,0,,,6,30103060137976,absent,,30
3,25,0,,0,0,0,,,6,30103060137976,absent,,30
3,25,0,,0,0,0,,,6,30103060137976,absent,,30
18,25,1,-0.5,2,4,1,25,9,36,30103060137976,absent,,30
18,25,1,-0.5,2,4,1,25,9,36,30103060137976,absent,,30
18,25,1,-0.5,2,4,1,25,9,36,30103060137976,absent,,30
5,25,1,0.5,1,2,1,26.1,42,161,30103060137976,absent,,30
5,25,1,0.5,1,2,1,26.1,42,161,30103060137976,absent,,30
5,25,1,0.5,1,2,1,26.1,42,161,30103060137976,absent,,30
12,25,0,,0,0,3,9.1,1,11,30103060137976,absent,,30
12,25,0,,0,0,3,9.1,1,11,30103060137976,absent,,30
12,25,0,,0,0,3,9.1,1,11,30103060137976,absent,,30
7,25,0,,0,0,0,,,2,30103060137976,absent,,30
7,25,0,,0,0,0,,,2,30103060137976,absent,,30
7,25,0,,0,0,0,,,2,30103060137976,absent,,30
6,25,0,,0,0,0,,,2,30103060137976,absent,,30
6,25,0,,0,0,0,,,2,30103060137976,absent,,30
6,25,0,,0,0,0,,,2,30103060137976,absent,,30
9,25,1,0.7,1,2,1,26.8,41,153,30103060137976,absent,,30
9,25,1,0.7,1,2,1,26.8,41,153,30103060137976,absent,,30
9,25,1,0.7,1,2,1,26.8,41,153,30103060137976,absent,,30
10,25,1,-2.2,2,4,1,25.6,11,43,30103060137976,absent,,30
10,25,1,-2.2,2,4,1,25.6,11,43,30103060137976,absent,,30
10,25,1,-2.2,2,4,1,25.6,11,43,30103060137976,absent,,30
8,25,0,-1.9,0,4,2,16,4,25,30103060137976,absent,,30
8,25,0,-1.9,0,4,2,16,4,25,30103060137976,absent,,30
8,25,0,-1.9,0,4,2,16,4,25,30103060137976,absent,,30
1,25,0,0,0,3,5,0,0,31,30103060138800,absent,,30
1,25,0,0,0,3,5,0,0,31,30103060138800,absent,,30
1,25,0,0,0,3,5,0,0,31,30103060138800,absent,,30
2,25,0,,0,0,0,,,9,30103060138800,absent,,30
2,25,0,,0,0,0,,,9,30103060138800,absent,,30
2,25,0,,0,0,0,,,9,30103060138800,absent,,30
21,25,1,-0.1,5,3,5,0,0,1295,30103060138800,absent,,30
21,25,1,-0.1,5,3,5,0,0,1295,30103060138800,absent,,30
21,25,1,-0.1,5,3,5,0,0,1295,30103060138800,absent,,30
3,25,1,0,5,3,5,0,0,46,30103060138800,absent,,30
3,25,1,0,5,3,5,0,0,46,30103060138800,absent,,30
3,25,1,0,5,3,5,0,0,46,30103060138800,absent,,30
18,25,0,0,0,3,5,0,0,23,30103060138800,absent,,30
18,25,0,0,0,3,5,0,0,23,30103060138800,absent,,30
18,25,0,0,0,3,5,0,0,23,30103060138800,absent,,30
4,25,0,0,0,3,5,0,0,14,30103060138800,absent,,30
4,25,0,0,0,3,5,0,0,14,30103060138800,absent,,30
4,25,0,0,0,3,5,0,0,14,30103060138800,absent,,30
5,25,1,0,5,3,5,0,0,321,30103060138800,absent,,30
5,25,1,0,5,3,5,0,0,321,30103060138800,absent,,30
5,25,1,0,5,3,5,0,0,321,30103060138800,absent,,30
12,25,0,,0,0,0,,,8,30103060138800,absent,,30
12,25,0,,0,0,0,,,8,30103060138800,absent,,30
12,25,0,,0,0,0,,,8,30103060138800,absent,,30
14,25,0,,0,0,0,,,5,30103060138800,absent,,30
14,25,0,,0,0,0,,,5,30103060138800,absent,,30
14,25,0,,0,0,0,,,5,30103060138800,absent,,30
7,25,1,0,5,3,5,0,0,134,30103060138800,absent,,30
7,25,1,0,5,3,5,0,0,134,30103060138800,absent,,30
